Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.55,0,0.5240479513555114551262085006,0.524047951355512,0.500019339687464,0.524047951355512,0.500019339687464,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,40030300
0.56,0,0.5243143054458610603405562320,0.524314305445861,0.500285693777813,0.524314305445861,0.500285693777813,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,40758120
0.57,0,0.5245807422961241828912674851,0.524580742296124,0.500552130628076,0.524580742296124,0.500552130628076,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,41485950
0.58,0,0.5248472226244589243357921837,0.524847222624459,0.500818610956411,0.524847222624459,0.500818610956411,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,42213770
0.59,0,0.5251137856265625620822984990,0.525113785626563,0.500597636911919,0.525113785626563,0.500597636911919,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,42941590
0.60,0,0.5253804116383268159065317765,0.525380411638327,0.500376725877087,0.525380411638327,0.500376725877087,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,43669420
0.61,0,0.5262259775433069345723724849,0.526225977543307,0.500734754735471,0.526225977543307,0.500734754735471,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,44397240
0.62,0,0.5270508291871911239809307398,0.527050829187191,0.501072069332759,0.527050829187191,0.501072069332759,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,45125060
0.63,0,0.5278757437018296085698329407,0.52787574370183,0.501409446800802,0.52787574370183,0.501409446800802,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,45852890
0.64,0,0.5287007210391548611942391685,0.528700721039155,0.501746887091531,0.528700721039155,0.501746887091531,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,46580710
0.65,0,0.5295257611502408342946089325,0.529525761150241,0.502084390156021,0.529525761150241,0.502084390156021,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,47308540
0.66,0,0.5303508443656952309480832497,0.530350844365695,0.502421936324879,0.530350844365695,0.502421936324879,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,48036360
0.67,0,0.5311760294937877924409342400,0.531176029493788,0.502759584406376,0.531176029493788,0.502759584406376,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,48764180
0.68,0,0.5320012576242433224508843181,0.532001257624243,0.503097275490235,0.532001257624243,0.503097275490235,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,49492010
0.69,0,0.5328265679440929113424577929,0.532826567944093,0.503435048763489,0.532826567944093,0.503435048763489,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,50219830
0.70,0,0.5336519015414791161743768373,0.533651901541479,0.503772845314279,0.533651901541479,0.503772845314279,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,50947650
0.71,0,0.5344773172215002010891025154,0.5344773172215,0.504110723947704,0.5344773172215,0.504110723947704,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,51675480
0.72,0,0.5353027953100097454009645461,0.53530279531001,0.504448664989618,0.53530279531001,0.504448664989618,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,52403300
0.73,0,0.5361283357517394592493446940,0.536128335751739,0.504786668384752,0.536128335751739,0.504786668384752,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,53131130
0.74,0,0.5369539384906899426635144801,0.53695393849069,0.505124734077106,0.53695393849069,0.505124734077106,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,53858950
0.75,0,0.5377796034701452533742563288,0.537779603470145,0.505462862009966,0.537779603470145,0.505462862009966,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,54586770
0.76,0,0.5386053306326820266793072453,0.538605330632682,0.505801052125906,0.538605330632682,0.505801052125906,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,55314600
0.77,0,0.5394311395398083520017633994,0.539431139539808,0.506139323986436,0.539431139539808,0.506139323986436,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,56042420
0.78,0,0.5402569908934860416742006291,0.540256990893486,0.506477638293518,0.540256990893486,0.506477638293518,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,56770240
0.79,0,0.5410829042538759313655525323,0.541082904253876,0.506816014607312,0.541082904253876,0.506816014607312,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,57498070
0.80,0,0.5419088599412387521049919002,0.541908859941239,0.507154433248079,0.541908859941239,0.507154433248079,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,58225890
0.81,0,0.5427348971340571339485697413,0.542734897134057,0.507492933394301,0.542734897134057,0.507492933394301,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,58953720
0.82,0,0.5435610157709399139627298166,0.54356101577094,0.507831514984588,0.54356101577094,0.507831514984588,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,59681540
0.83,0,0.5443871765506321560897523177,0.544387176550632,0.508170138717684,0.544387176550632,0.508170138717684,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,60409360
0.84,0,0.5452133990301363428278485216,0.545213399030136,0.508508824150592,0.545213399030136,0.508508824150592,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,61137180
0.85,0,0.5460396635266121352684978562,0.546039663526612,0.508847551600472,0.546039663526612,0.508847551600472,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,61865010
0.86,0,0.5468660092154999887496312919,0.5468660092155,0.509186360242764,0.5468660092155,0.509186360242764,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,62592830
0.87,0,0.5476924360324210128929684068,0.547692436032421,0.509525250013089,0.547692436032421,0.509525250013089,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,63320660
0.88,0,0.5485189046731919514021829018,0.548518904673192,0.509864181607264,0.548518904673192,0.509864181607264,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,64048480
0.89,0,0.5493454346919372658640979478,0.549345434691937,0.510203174579413,0.549345434691937,0.510203174579413,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,64776300
0.90,0,0.5501720260226170524789841580,0.550172026022617,0.510542228863497,0.550172026022617,0.510542228863497,0,0,0,0,15.466490672485131,89.67096279228887440295104211,89.67096279228887440295104211,65504120
0.91,0,0.553913195799571,0.553913195799571,0.514013916019769,0.553913195799571,0.514013916019769,0,0,0,0,15.8522234039968,89.874553927833,89.7155824537477,66231950
0.92,0,0.565136705130432,0.565136705130432,0.524428977488584,0.565136705130432,0.524428977488584,0,0,0,0,16.2379561355085,90.0781450633771,89.7602021152065,66959780
0.93,0,0.57977665597628,0.57977665597628,0.537351847252427,0.57977665597628,0.537351847252427,0,0,0,0,16.6236888670202,90.2817361989212,89.8048217766653,67687600
0.94,0,0.592221293671685,0.592221293671686,0.54757499457689,0.592221293671686,0.54757499457689,0,0,0,0,17.0094215985319,90.4853273344652,89.8494414381241,68415420
0.95,0,0.60466593136709,0.604665931367091,0.557798141901352,0.604665931367091,0.557798141901352,0,0,0,0,17.3951543300436,90.6889184700094,89.8940610995829,69143250
0.96,0,0.617110569062496,0.617110569062496,0.568021289225814,0.617110569062496,0.568021289225814,0,0,0,0,17.7808870615553,90.8925096055534,89.9386807610417,69871060
0.97,0,0.629555206757901,0.629555206757901,0.578244436550277,0.629555206757901,0.578244436550277,0,0,0,0,18.166619793067,91.0961007410976,89.9833004225006,70598900
0.98,0,0.641999844453306,0.641999844453306,0.588467583874739,0.641999844453306,0.588467583874739,0,0,0,0,18.5523525245786,91.2996918766416,90.0279200839594,71326720
0.99,0,0.654444482148711,0.654444482148711,0.598690731199202,0.654444482148711,0.598690731199202,0,0,0,0,18.9380852560903,91.5032830121858,90.0725397454182,72054540
1.00,0,0.666889119844116,0.666889119844116,0.608913878523664,0.666889119844116,0.608913878523664,0,0,0,0,19.323817987602,91.7068741477299,90.117159406877,72782360
1.01,0,0.679333757539521,0.679333757539521,0.619137025848126,0.679333757539521,0.619137025848126,0,0,0,0,19.7095507191137,91.910465283274,90.1617790683358,73510180
1.02,0,0.691778395234926,0.691778395234926,0.629360173172589,0.691778395234926,0.629360173172589,0,0,0,0,20.0952834506254,92.1140564188181,90.2063987297946,74238010
1.03,0,0.704223032930331,0.704223032930332,0.639583320497051,0.704223032930332,0.639583320497051,0,0,0,0,20.4810161821371,92.3176475543622,90.2510183912534,74965830
1.04,0,0.716667670625736,0.716667670625737,0.649806467821514,0.716667670625737,0.649806467821514,0,0,0,0,20.8667489136488,92.5212386899062,90.2956380527122,75693660
1.05,0,0.7291123083211415302884041237,0.729112308321142,0.660029615145976,0.729112308321142,0.660029615145976,0,0.000000,0.000000,0,21.252481645160469611371856832,92.72482982545037437056266763,90.34025771417107102169119291,76421480
1.06,0,0.7277245930482040210654937167,0.727724593048204,0.658934962009483,0.727724593048204,0.658934962009483,0,0.000000,0.000000,0,21.389016386981249611371856831,92.76808879801852290151600243,90.39448423990697568665847578,77149300
1.07,0,0.7263535175525824840079020959,0.726353517552582,0.657856948650306,0.726353517552582,0.657856948650306,0,0.000000,0.000000,0,21.515423847125859611371856831,92.8079788319261929618895782,90.44441989750268666165018328,77877140
1.08,0,0.7249986897784506438130795519,0.724998689778451,0.656795183012619,0.724998689778451,0.656795183012619,0,0.000000,0.000000,0,21.633869548149799611371856831,92.84514473431713422557151157,90.49091274500960310911286135,78604950
1.09,0,0.7236597656639357186321970545,0.723659765663936,0.655749321034549,0.723659765663936,0.655749321034549,0,0.000000,0.000000,0,21.745856325506109611371856832,92.88012557150617747983310736,90.53463379819181482640572276,79332780
1.10,0,0.7223363780265129815349090750,0.722336378026513,0.654718995533571,0.722336378026513,0.654718995533571,0,0.000000,0.000000,0,21.855827957205147611371856831,92.90954562464439805790233833,90.57302422054338373985582188,80060600
1.11,0,0.7210281835692106041962167555,0.721028183569211,0.653703863212713,0.721028183569211,0.653703863212713,0,0.000000,0.000000,0,21.967448398321239611371856831,92.93066137895717909316409132,90.60399037978795284760715614,80788420
1.12,0,0.7197348330080319660382178273,0.719734833008032,0.652703574787979,0.719734833008032,0.652703574787979,0,0.000000,0.000000,0,22.07479138581202661137185683,92.95088967259366732332986693,90.6336050919232755564000258,81516250
1.13,0,0.7184560130709175893449417257,0.718456013070918,0.651717816987309,0.718456013070918,0.651717816987309,0,0.000000,0.000000,0,22.178407267413040611371856831,92.97036192773922235431590796,90.66205676396990711748479404,82244070
1.14,0,0.7171913816185381082265053309,0.717191381618538,0.650746247671374,0.717191381618538,0.650746247671374,0,0.000000,0.000000,0,22.278741307655178611371856831,92.98919653051036750427432642,90.68950875276123463217068253,82971900
1.15,0,0.7159406383871718908388595142,0.715940638387172,0.649788566576453,0.715940638387172,0.649788566576453,0,0.000000,0.000000,0,22.376160630701314611371856831,93.00751041397738714319445186,90.71611325638356281636077571,83699720
1.16,0,0.7138118356007569588637731511,0.713811835600757,0.647952825926482,0.713811835600757,0.647952825926482,0,0.000000,0.000000,0,22.470968281149012611371856831,93.02522188494900056697325342,90.74183449918357827444319304,84427540
1.17,0,0.7116673771934349597104497548,0.711667377193435,0.646101429655605,0.711667377193435,0.646101429655605,0,0.000000,0.000000,0,22.563425931656294611371856831,93.04248751138635801762793013,90.76684716631456658229339146,85155360
1.18,0,0.7095396698619373925552146599,0.709539669861937,0.644266784460552,0.709539669861937,0.644266784460552,0,0.000000,0.000000,0,22.653748751569895611371856831,93.05939587205744380693148337,90.79125878309953459384974362,85883180
1.19,0,0.7076510411849704563988426353,0.707651041184971,0.64267121792003,0.707651041184971,0.64267121792003,0,0.000000,0.000000,0,22.726457428718668611371856832,93.0728411149004671018143475,90.81071606115791649206584654,86611020
1.20,0,0.7065248225664220945052002478,0.706524822566422,0.641647571062693,0.706524822566422,0.641647571062693,0,0.000000,0.000000,0,22.674337783344055611371856832,93.04315850083661840647093165,90.77858723811699503304017239,87338840
1.21,0,0.7060870019995680802426671148,0.706087001999568,0.641209750495839,0.706087001999568,0.641209750495839,0,0.000000,0.000000,0,22.623182305370349611371856831,93.01392360773070114028776646,90.74694985438813281668358427,88066660
1.22,0,0.7061692163579800604444668577,0.70616921635798,0.641291964854251,0.70616921635798,0.641291964854251,0,0.000000,0.000000,0,22.572920429875142611371856831,92.98504039805818885630316437,90.71571033249313958470379705,88794490
1.23,0,0.7066772030887911456174942015,0.706677203088791,0.641799951585062,0.706677203088791,0.641799951585062,0,0.000000,0.000000,0,22.523483949014502611371856831,92.95652307692445830432080881,90.6848752613481396484972917,89522310
1.24,0,0.7075643985583907813611621379,0.707564398558391,0.642687147054662,0.707564398558391,0.642687147054662,0,0.000000,0.000000,0,22.47481225736383761137185683,92.92834654322077201542317096,90.6544162670323381588082669,90250130
1.25,0,0.7088009442779183958028382220,0.708800944277918,0.643923692774189,0.708800944277918,0.643923692774189,0,0.000000000,0.000000000,0,22.426856548403616611371856831,92.90046865605290162750798266,90.62429067078140580898546567,90977950
1.26,0,0.7103658100605135062689128203,0.710365810060514,0.645488558556784,0.710365810060514,0.645488558556784,0,0.000000,0.000000,0,22.379563962721177611371856831,92.87280942840632585256770975,90.59442106111795141143494875,91705780
1.27,0,0.7122435858359737222605364576,0.712243585835974,0.647366334332244,0.712243585835974,0.647366334332244,0,0.000000,0.000000,0,22.332898711601637611371856831,92.84540426350784018196327276,90.56483628622853295193902594,92433600
1.28,0,0.7144222403810192862163711533,0.714422240381019,0.64954498887729,0.714422240381019,0.64954498887729,0,0.000000,0.000000,0,22.286817291904867611371856831,92.81828415716303474319352048,90.53556033811285976513231581,93161420
1.29,0,0.7168922976387064516398719438,0.716892297638706,0.652015046134977,0.716892297638706,0.652015046134977,0,0.000000,0.000000,0,22.241289468217847611371856832,92.79131257012491026369974296,90.50646680182483657145152795,93889250
1.30,0,0.7196458547634401015156174717,0.71964585476344,0.654768603259711,0.71964585476344,0.654768603259711,0,0.000000,0.000000,0,22.196279416412777611371856831,92.76452746103057456108443407,90.47758671515347567226709124,94617070
1.31,0,0.7226769494581431961091055159,0.722676949458143,0.657799697954414,0.722676949458143,0.657799697954414,0,0.000000,0.000000,0,22.15175686602819761137185683,92.7379807095878793872066752,90.44896421494511279681539501,95344900
1.32,0,0.7259800481072489693789856717,0.725980048107249,0.66110279660352,0.725980048107249,0.66110279660352,0,0.000000,0.000000,0,22.107698919349997611371856831,92.71158562056692631308778223,90.42051873506698752033073235,96072720
1.33,0,0.7295510070831533191819050656,0.729551007083153,0.664673755579424,0.729551007083153,0.664673755579424,0,0.000000,0.000000,0,22.064080377340327611371856831,92.68532954334841726180539389,90.39223649343900423866090112,96800540
1.34,0,0.7333859377404767816480101839,0.733385937740477,0.668508686236748,0.733385937740477,0.668508686236748,0,0.000000,0.000000,0,22.020877604023067611371856831,92.6592614520219472719779048,90.36415958800444516903865719,97528370
1.35,0,0.7374819616016356525170673653,0.737481961601636,0.672604710097906,0.737481961601636,0.672604710097906,0,0.000000,0.000000,0,21.978066712806537611371856831,92.63325159063935778710913404,90.3361684009134502130735616,98256190
1.36,0,0.7418362854623690856733465841,0.741836285462369,0.67695903395864,0.741836285462369,0.67695903395864,0,0.000000,0.000000,0,21.935634384942857611371856832,92.60740293369988798139024328,90.30835490360488650308984289,98984020
1.37,0,0.7464467731216088119467731429,0.746446773121609,0.68156952161788,0.746446773121609,0.68156952161788,0,0.000000,0.000000,0,21.89355719258319761137185683,92.58170461435791971763274514,90.28070700878835170947318194,99711840
1.38,0,0.7513115440996657661544054682,0.751311544099666,0.686434292595936,0.751311544099666,0.686434292595936,0,0.000000,0.000000,0,21.851821371042597611371856831,92.55609270038531251818397035,90.2531656708379910577333142,100439700
1.39,0,0.7564290612776429602692347522,0.756429061277643,0.691551809773914,0.756429061277643,0.691551809773914,0,0.000000,0.000000,0,21.810410912199227611371856831,92.53055341921528369912381261,90.2257169600349673266233279,101167500
1.40,0,0.7617978791821580479613391679,0.761797879182158,0.696920627678429,0.761797879182158,0.696920627678429,0,0.000000,0.000000,0,21.769311611624577611371856832,92.50514011604723630094265636,90.19840776178070556779408641,101895300
1.41,0,0.7674169028528437783311102373,0.767416902852844,0.702539651349114,0.767416902852844,0.702539651349114,0,0.000000,0.000000,0,21.728506206510947611371856832,92.47983469101335379006020759,90.17122005246634384081672752,102623100
1.42,0,0.7732852408509308310508109301,0.773285240850931,0.708407989347202,0.773285240850931,0.708407989347202,0,0.000000,0.000000,0,21.687987057505047611371856831,92.45458618573484360943543283,90.14410715543886455347430407,103351000
1.43,0,0.7794022638214382185740179334,0.779402263821438,0.714525012317709,0.779402263821438,0.714525012317709,0,0.000000,0.000000,0,21.647741514609267611371856831,92.42937556189387979519337955,90.11705070546248586310684932,104078800
